texto de referencia,Lugar de vivienda (codigo tienda/casa de Jean P.),Lugar de trabajo (codigo tienda/casa de Jean P.),nom privilégié,Prénom privilégié,Variante n°1 du Nom,Variante n°1 du Prénom,Variante n°2 du Nom,Variante nº du Nom,Variante n°2 du Prénom,Titulo,variante n°1 del Titulo,variante n°2 del Titulo,Métier / occupation,variante n°1 del Métier / occupation,variante n°2 del Métier / occupation,ultima religion conocida,fecha cuando se firma el contrato,Citation (sources) - copiar pegar ref abajo de la pagina,Lugar de trabajo (zona/barrio - siglos 13-14-15),Lugar de trabajo (nombre de calle - siglos 13-14-15),Lugar de trabajo (nota - indicaciones localizacion - siglos 13-14-15),Lugar de trabajo (nombre de tienda/casa - siglos 13-14-15),Lugar de trabajo (direccion exacta actual),Lugar de vivienda (zona/barrio - siglos 13-14-15),Lugar de vivienda (nombre de calle - siglos 13-14-15),Lugar de vivienda (nota - indicaciones localizacion - siglos 13-14-15),Lugar de vivienda (nombre tienda/casa - siglos 13-14-15),Lugar de vivienda (direccion exacta actual)
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Çarfati,Abrahen ,,,,,,,,,tendero,,,,04/02/1483,"baille à Abrahen Çarfati, présent, et sa femme, Paloma, absente, judíos, moradores à Tolède, la tienda qui lui a été adjugée",Alcaná/ Alatares,Calle de los Latoneros,"En l'absence d'éléments de localisation de la tienda, on peut supposer qu'elle se situe dans l'Alcaná",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Faro,Antón,,,,,,,,,especiero,,,,28/04/1483,"Antón de Faro, especiero, dit qu'il tient une tienda dans l'Alcaná",Alcaná/ Alatares,Calle de los Latoneros,"une tienda dans l'Alcaná, jouxtant des deux côtés des tiendas de la même chapelle de don Pedro Tenorio, l'une tenue par ́Pedro Pinto et l'autre par Francisco López de Córdoba, sedero",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Pardo,Mosé,,,,,,,,,especiero,,,,,"Il en fait abandon en faveur de Mose Pardo, especiero, judío (...) avec la caution de son père, don Çuleman Pardo",Alcaná/ Alatares,Calle de los Latoneros,"dans l'Alcaná, jouxtant des deux côtés des tiendas de la même chapelle de don Pedro Tenorio, l'une tenue par ́Pedro Pinto et l'autre par Francisco López de Córdoba, sedero",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Díaz,Francisco,,,,,,,,,tendero,,,,11/04/1483,"Francisco Díaz, fils de Pedro Díaz, boticario, fait abandon aux mains du licenciado García Fernández de Alcalá, de la tienda qu'il tient dans l'Alcaná",Alcaná/ Alatares,Calle de los Latoneros,dans l'Alcaná,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Toledo,Fernando,,,,,,,,,mercador,,,,11/04/1483,"en faveur de Fernando de Toledo, mercador, fils du défunt Maestre Fernando, cirujano (...)  avec la caution de son oncle, Alfonso de Villarreal",Alcaná/ Alatares,Calle de los Latoneros,dans l'Alcaná,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Díaz,Juan,,,,,,,,,latonero,,,,03/07/1483,"Juan Díaz, latonero, et sa femme, María Díaz",Alcaná/ Alatares,Calle de los Latoneros,"la tienda tenue dans l'Alcaná, jouxtant des deux côtés des tiendas de la chapelle, l'une tenue par Martín de Dueñas et l'autre par Fernando de Villarreal",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,del Castillo,Diego,,,,,,,,,especiero,,,,14/07/1483,"Diego del Castillo, especiero, fait abandon de la tienda",Alcaná/ Alatares,Calle de los Latoneros,"située face à la tienda del rey, jouxtant des deux côtés des tiendas de la chapelle",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Sorje,Francisco,,,,,,,,,,,,,14/07/1483,"la tienda est baillée à Francisco Sorje et à sa femme, Mencía de la Plazuela (...) avec la caution de Juan Sorje, fils de Gonzalo Sorje, et cousin de Francisco",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Díaz,María,,,,,,,,,tendera,,,,6/10/1484,"María Díaz, veuve de Martín Sorje, donne une procuration à Fernando González Havete pour faire abandon de la tienda qu'elle tient à l'Alcaná",Alcaná/ Alatares,Calle de los Latoneros,"à l'Alcaná (...)  jouxtant des deux côtés des tiendas de la chapelle de don Pedro Tenorio, l'une tenue par Yuda Ardutel, judío, et l'autre par Gonzalo de Acre",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,González,Fernando,Havete,,,,,,,,tendero,,,,6/10/1484,donne une procuration à Fernando González Havete pour faire abandon de la tienda,Alcaná/ Alatares,Calle de los Latoneros,"à l'Alcaná (...)  jouxtant des deux côtés des tiendas de la chapelle de don Pedro Tenorio, l'une tenue par Yuda Ardutel, judío, et l'autre par Gonzalo de Acre",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Havete,Martín,,el mozo,,,,,,,tendero,,,,6/10/1484,"en faveur de Martín Havete, son gendre",Alcaná/ Alatares,Calle de los Latoneros,"à l'Alcaná (...)  jouxtant des deux côtés des tiendas de la chapelle de don Pedro Tenorio, l'une tenue par Yuda Ardutel, judío, et l'autre par Gonzalo de Acre",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Havete,Martín,,el mozo,,,,,,,tendero,,,,13/10/84,"le chapitre baille la tienda à Martín Havete, el mozo (...) avec la caution de son frère Fernando González",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Cifuentes,Alfonso,,,,,,,,,visolero,,,,31/12/1484 (1485),"baille à Alfonso de Cifuentes, visolero, la tienda (...) avec la caution de Gonzalo Rodríguez, platero",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Ayllón,Pedro,,,,,,,,,visolero,,,,31/12/1484 (1485),"Il baille également à Pedro de Ayllón, visolero, et à sa femme, une autre tienda",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Cota,Rodrigo,,,,,,,,,sedero,,,,31/12/1484 (1485),"et à Rodrigo Cota, sedero, et Aldonza de San Pedro, sa femme, une tienda qui lui a été adjugée et qui comporte deux portes (...)  avec la caution de son neveu, Alfonso Cota, et de son frère, Juan Cota",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,González,Pedro,,,,,,,,,latonero,,,,24/09/1485,"Pedro González, latonero, dit que Fernando de Olías, qui était sa caution (...) et il donne à sa place la caution d'Alfonso de Toledo, sacristán de l'église S. Vicente de la ville",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Gandía,Diego,,,,,,,,,herrero,,,,7/10/1485,"baille à Diego Gandia, herrero, la tienda (...) avec la caution d'Enrique, herrero, fils d'Alfonso González Marcos, herrero",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Toledo,Enrique,,,,,,,,,herrero,,,,4/11/1485,"baille à Enrique de Toledo, fils d'Alfonso González Marcos, herrero, la tienda que tenait auparavant Fernando de Olías (...)  avec la caution de son oncle, Diego de Gandía",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Olías ,Fernando,,,,,,,,,herrero,,,,,la tienda que tenait auparavant Fernando de Olías,Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Castañeda,Rodrigo,,,,,,,,,,,,,30/03/1486,"la tienda précédemment tenue par Diego de Castañeda, décédé, dans l'Alcaná",Alcaná/ Alatares,Calle de los Latoneros,dans l'Alcaná,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Castañeda,Alfonso,,,,,,,,,,,,,30/03/1486,"la tienda précédemment tenue par Diego de Castañeda, décédé, dans l'Alcaná",Alcaná/ Alatares,Calle de los Latoneros,dans l'Alcaná,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Beteta,Rodrigo,,,,,,,,,especiero,,,,04/08/1486,"baille en perpetuo à Rodrigo de Beteta, especiero, la tienda qui lui a été adjugée, que tenait auparavant Hamete Maguaque dans l'Alcaná, et qui se trouve divisée en deux parties (...) avec la caution de Juan González de Salamanca, maxudo",Alcaná/ Alatares,Calle de los Latoneros,dans l'Alcaná,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,del Campo,Alfonso,,,,,,receptor de la Capilla de don Pedro Tenorio,,,,,,,25/08/1486,"Alfonso del Campo, receptor de la chapelle (de don Pedro Tenorio) prend possession au nom de la chapelle de la tienda",Alcaná/ Alatares,Calle de los Latoneros,"jouxtant des deux côtés des tiendas de la chapelle, tenues l'une par Gonzalo Hayete et l'autre par Rodrigo de Beteta",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Carmena,Francisco,,,,,,,,,,,,,25/08/1486,"Francisco de Carmena, qui dit la tenir en location",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,López,Alfonso,Axer,,,,,,,,mercador,,,,5/10/1486,"baille à Alfonso López Axer, mercador (...) avec la caution de Miguel Sánchez Montesino, escribano público",Alcaná/ Alatares,Calle de los Latoneros,"tienda située dans l'Alcaná, entre les deux rues",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Rodríguez ,Alfonso,,,,,,,,,latonero,,,,5/12/1486,"Alfonso de Cifuentes, visolero, fait abandon (...)  en faveur d'Alfonso Rodríguez, latonero (...)  et avec la caution de Julián, latonero, frère d'Alfonso Rodríguez",Alcaná/ Alatares,Calle de los Latoneros,"jouxtant des deux côtés des tiendas de la chapelle, l'une tenue par Juan Alfonso, laudero, et l'autre par Alfonso de Brito",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,del Castillo,Diego,,,,,,,,,joyero,,,,14/07/1483,"en faveur de Diego del Castillo, joyero, et Elvira González del Castillo, sa femme (...)  Francisco Sorje restant entre  temps caution",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,López,Alfonso,Axer,,,,,,,,mercador,,,,10/01/1487,"à Alfonso López Axer, mercador, une tienda (...) avec la caution de Fernando Díaz, joyero, fils de Lope Díaz",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Anacaua,Yuçaf,,,,,,,,,tendero,,,,,la tienda que tenait auparavant Yuçaf Anacaua,Alcaná/ Alatares,Calle de los Latoneros,"dans la partie de l'Alcaná allant de la Puerta del Solarejo à la Plaza de la Cuchillería, sur la droite",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Chillón,Fernando,,,,,,,,,agujetero,,,,10/09/1487,"a été baillée par le chapitre à Fernando de Chillón, agujetero",Alcaná/ Alatares,Calle de los Latoneros,"dans la partie de l'Alcaná allant de la Puerta del Solarejo à la Plaza de la Cuchillería, sur la droite",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Havete,Diego,,,,,,,,,tendero,,,,05/07/1488,"baille à Diego Havete et Martín Havete, el mozo, son frère la tienda vacante par le décès de Hamete Alcayci et que tenait Rodrigo de la Fuente pour la vie de cet Hamete",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Havete,Martín,el mozo,,,,,,,,tendero,,,,05/07/1488,"baille à Diego Havete et Martín Havete, el mozo, son frère la tienda vacante par le décès de Hamete Alcayci et que tenait Rodrigo de la Fuente pour la vie de cet Hamete",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Alcayci,don Abdalla,,,,,,,,,,,,,29/07/1488,"baille à don Abdalla Alcayci, moro, morador à Tolède, la tienda située dans l'Alcaná, vacante par le décès d'Abrahen (...) avec la caution de Yuçaf Lubreni, alfaharero, moro, morador à  Tolède",Alcaná/ Alatares,Calle de los Latoneros,tienda située dans l'Alcaná,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Moyano,Diego,,,,,,,,,joyero,,,,16/09/1488,"baille à Diego Moyano, joyero, fils de Pedro López Moyano, tintorero, et à sa femme, María Alvarez, la partie qui lui a été adjugée de la tienda que Fernando de San Román tenait dans l'Alcaná",Alcaná/ Alatares,Calle de los Latoneros,dans l'Alcaná,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Muxena,Diego,,,,,,,,,,,,,27/09/1488,"Diego Muxena montre le testament de sa mère, Leonor Alvarez de las Casas (...)  le nommant dans la maison-tiendas que lui avait baillée en perpetuo le capellán ",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Cuéllar,Lope,,,,,,,,,pintor,,,,10/10/1488,"en faveur de Lope de Cuéllar, pintor, fils de Pedro García, cerero (...) 22/10/1488, Lope de Cuéllar donne la caution de Juan de Toledo, platero, fils de García González, jubetero",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Diaz,Alfonso,,,,,,,,,tejedor de seda,,,,24/10/1488,"baille à Alfonso Diaz, tejedor de seda, fils de Gonzalo Díaz, et à sa femme, María Díaz, absente, les deux tiendas (...)  avec l'obligation dans les neuf jours d'obliger sa femme et son fils, Gonzalo de Valencia",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Alvarez,Luis,de Aviñón,,,,,,,,,,,,26/04/1493,"la tienda que tenaient auparavant Yudá Abençahal et Ysaque Agranate, sastre (...)  a été adjugée à Luis Alvarez de Aviñón",Alcaná/ Alatares,Calle de los Latoneros,"dans la partie de l'Alcaná allant de la Puerta del Solarejo à la Plaza de la Cuchillería, sur la droite",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Aviñón,Sancho,,,,,,,,,,,,,27/08/1493,"la tienda que tenaient auparavant Pedro de Toledo et Isaque Barahona, judíos, sastres (...)  a été baillée à Sancho de Aviñón",Alcaná/ Alatares,Calle de los Latoneros,"dans la partie de l'Alcaná allant de la Puerta del Solarejo à la Plaza de la Cuchillería, sur la droite",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,González,Pedro,,,,,,,,,,,,,14/07/1407,baille à Pedro González une tienda des Alatares,Alcaná/ Alatares,Calle de los Latoneros,"une tienda des Alatares, située là où l'on coût et l'on vend la ropa vieja",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Alfonso,Cristobal,de Valladolid,,,,,administrateur et capellán mayor de la chapelle de S. Blas,,,,,,,25/11/1440,"le chanoine Cristobal Alfonso (de Valladolid), administrateur et capellán mayor de la chapelle de S. Blas",Alcaná/ Alatares,Calle de los Latoneros,"une tienda située au dessus de l'Alcaná de la ville, a la ropa vieja, jouxtant d'une part une tienda de la même chapelle tenue par (blanc) González Pardo, sastre, et de l'autre une autre tienda de la chapelle que tient Fernand López, aljabebe",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,López,Pedro,de Valladolid,,,,,,,,sastre,,,,25/11/1440,"baille à Pedro López de Valladolid, sastre, une tienda (...) avec la caution d'Alfonso González de Villamaña, aljabebe",Alcaná/ Alatares,Calle de los Latoneros,"une tienda située au dessus de l'Alcaná de la ville, a la ropa vieja, jouxtant d'une part une tienda de la même chapelle tenue par (blanc) González Pardo, sastre, et de l'autre une autre tienda de la chapelle que tient Fernand López, aljabebe",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Cuerva,Alfonso,,,,,,,,,sastre de la ropa vieja,,,,24/05/1483,"Alfonso de Cuerva, sastre de la ropa vieja, fait abandon",Alcaná/ Alatares,Calle de los Latoneros,"dans l'Alcaná, à la Ropa Vieja, jouxtant d'une part une tienda de Francisco el Cano, herrero, et de l'autre une tienda de Juan de Torrijos, sastre",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Garrido,Alfonso,,,,,,,,,sastre,,,,24/05/1483,"en faveur d'Alfonso Garrido, sastre, de la tienda",Alcaná/ Alatares,Calle de los Latoneros,"dans l'Alcaná, à la Ropa Vieja, jouxtant d'une part une tienda de Francisco el Cano, herrero, et de l'autre une tienda de Juan de Torrijos, sastre",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Aviñón,Alfonso,,,,,,,,,herrero,,,,10/06/1485,"Alfonso de Aviñón, herrero, dit devant dit devant le capellán mayor de la chapelle de don Pedro Tenorio, qu'il tient une tienda dans l'Alcaná",Alcaná/ Alatares,Calle de los Latoneros,"tienda dans l'Alcaná, là où l'on vend la ropa vieja, jouxtant des deux côtés des tiendas",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Garrido,Alfonso,,,,,,,,,sastre,,,,10/06/1485,"Il en fait abandon en faveur d'Alfonso Garrido, sastre (...)  Le capellán mayor baille la tienda à Alfonso Garrido (...) avec la caution d'Alfonso de Aviñón",Alcaná/ Alatares,Calle de los Latoneros,"tienda dans l'Alcaná, là où l'on vend la ropa vieja, jouxtant des deux côtés des tiendas",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Cuerva,Alfonso,,,,,,,,,sastre de la ropa vieja,,,,13/12/1486,"baille à Alfonso de Cuerva, sastre de la ropa vieja, et Enrique de Toledo, herrero, la demie tienda que tenait Francisco de Tudela (...)  ainsi qu'une autre tienda, jouxtant la précédente, que tenait auparant Simuel Ardutel, judío",Alcaná/ Alatares,Calle de los Latoneros,"située dans l'Alcaná, a la Ropa Vieja",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Toledo,Enrique,,,,,,,,,herrero,,,,13/12/1486,"baille à Alfonso de Cuerva, sastre de la ropa vieja, et Enrique de Toledo, herrero, la demie tienda que tenait Francisco de Tudela (...)  ainsi qu'une autre tienda, jouxtant la précédente, que tenait auparant Simuel Ardutel, judío",Alcaná/ Alatares,Calle de los Latoneros,"située dans l'Alcaná, a la Ropa Vieja",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Madrid,Alfonso,,,,,,,,,sastre de la ropa vieja,,,,01/02/1488,"la tienda qui lui a été adjugée, précédemment tenue par Francisco Rodríguez",Alcaná/ Alatares,Calle de los Latoneros,"située dans l'Alcaná, a la Ropa Vieja",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de la Fuente,Mencía,,,,,,,,,,,,,01/02/1488,"la tienda qui lui a été adjugée, précédemment tenue par Francisco Rodríguez",Alcaná/ Alatares,Calle de los Latoneros,"située dans l'Alcaná, a la Ropa Vieja",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Toledo,Pedro,,,,,,,,,sastre de la ropa vieja,,,,09/06/1488,"baille à Pedro de Toledo, sastre de la ropa vieja, la tienda qui lui a été adjugée et que tenait auparavant Mayr Ardutel, judío (...) avec la caution d'Alfonso de Cuerva, sastre de la ropa vieja",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Tapia,Pedro,,,,,,,,,sastre de la ropa vieja,criado de Juan de Tapia,,,25/10/1488,"á baille à Pedro de Tapia (...)  la tienda qui lui a été adjugée et que tenait auparavant Rodrigo de Illescas, cojo (...)  avec la caution du même Juan de Tapia",Alcaná/ Alatares,Calle de los Latoneros,,,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Alfonso,Cristobal,,,,,,administrateur et capellán mayor de la chapelle de S. Blas,,,,,,,25/11/1440,"le chanoine Cristobal Alfonso, administrateur et capellán mayor de la chapelle de S. Blas, baille à Ysac Moheb",Alcaná/ Alatares,Calle de los Latoneros,"une tendezuela située dans l'Alcaná, près de la porte où l'on vend le sel, à l'intérieur de l'Alcaná",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Moheb,Ysac,,,,,,,,,especiero,,,,25/11/1440,"baille à Ysac Moheb, especiero, une tendezuela située dans l'Alcaná (...) avec la caution de Juan López, especiero",Alcaná/ Alatares,Calle de los Latoneros,"une tendezuela située dans l'Alcaná, près de la porte où l'on vend le sel, à l'intérieur de l'Alcaná",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,,Juan,,,,,,,,,laudero,,,,23/07/1483,"Juan, laudero, fait abandon, devant le capellán mayor de la chapelle de don Pedro Tenorio, de la tienda située dans l'Alcaná",Alcaná/ Alatares,Calle de los Latoneros,"tienda située dans l'Alcaná, en la calleja de los lauderos, jouxtant d'un côté une tienda de Diego Xinus de l'autre une tienda de Rodrigo de la Cuadra",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,de Montalbán,Diego,,,,,,,,,,,,,23/07/1483,le bail est passé à Diego de Montalbán,Alcaná/ Alatares,Calle de los Lauderos,"tienda située dans l'Alcaná, en la calleja de los lauderos, jouxtant d'un côté une tienda de Diego Xinus de l'autre une tienda de Rodrigo de la Cuadra",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,CH_MO_05,Ardutel,Mayr,,,,,,,,,,,,,17/02/1487,"Mayr Ardutel, fils de don Yuda Ardutel, dit que son père, par son testament fait devant Mose … escribano de los judíos, l'a désigné pour la tienda qu'il tenait, dans l'Alcaná de la ville",Alcaná/ Alatares,Calle de los Lauderos,"la tienda qu'il tenait, dans l'Alcaná de la ville, dans la Calle de los Lauderos, jouxtant  des deux côtés des tiendas de la chapelle (de don Pedro Tenorio), l'une tenue par Martín Havete, el mozo, et l'autre (blanc)",,"Calle de la Sal, nº 9",,,,,
TTOPEDITOR-T-20-BA-MO,,,González,Diego,,,,,,archidiacre de Talavera,,,,,,,10/08/1347,"il revient à leur fils, Diego González, archidiacre de Talavera",Alcaná/ Alatares,Adarve de la Cadena,"un mesón, près de la place du Zocodover, dans l'Adarve de la Cadena (...)  une tienda laquelle est pour les maréchaux-ferrants (es para ferradores), et se trouve près de la Ferrería et jouxte une tienda de Gonzalo Fernández, alcalde mayor de Tolède, et de Juan Arias, et une tienda de l'église S. Salvador",,,,,,,
